PID,CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,KA_name,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue ,AvgFIXRevenue,TotalRevenue,ARPU,CHURN
836024281,Bronze,SOHO,6550,RJ,6,,,6,46.17,0,46.17,7.7,No
345427,Bronze,SOHO,4400,MT,3,1,,4,46.33,0,46.33,15.44,No
126001943,Bronze,SOHO,6400,VM,2,2,,4,46.33,0,46.33,23.17,No
30160530,Bronze,SOHO,6100,DI,5,1,,6,46.33,0,46.33,9.27,No
123640028,Bronze,SOHO,6100,AD?,4,,,4,46.33,0,46.33,11.58,No
40122058,Bronze,SOHO,4271,AD,3,,,3,46.5,0,46.5,15.5,No
30461487,Bronze,SOHO,4004,VT,3,,,3,46.5,0,46.5,15.5,No
123685817,Bronze,SOHO,6001,VM,1,5,,6,46.5,0,46.5,46.5,No
126051234,Bronze,SOHO,6400,VM,3,,,3,46.5,0,46.5,15.5,No
30441164,Bronze,SOHO,6000,AD?,4,,,4,46.5,0,46.5,11.63,No
115066498,Bronze,SOHO,4000,AD,5,,,5,46.67,0,46.67,9.33,No
115502091,Bronze,SOHO,4230,AD,3,2,,5,46.67,0,46.67,15.56,No
123756723,Bronze,SOHO,6000,VM,4,,,4,46.67,0,46.67,11.67,No
123607829,Bronze,SOHO,6200,DI,3,2,,5,46.67,0,46.67,15.56,No
115501769,Bronze,SOHO,4130,AD,3,1,,4,46.83,0,46.83,15.61,No
115153992,Bronze,SOHO,4000,AD,3,1,,4,46.83,0,46.83,15.61,No
201327302,Iron,SOHO,4000,VU,10,2,,12,47,0,47,4.7,No
833023968,Bronze,SOHO,6000,VM,3,3,,6,47,0,47,15.67,No
112553198,Bronze,SOHO,4400,MT,6,13,,19,47,0,47,7.83,No
112606665,Bronze,SOHO,4400,MT,4,2,,6,47,0,47,11.75,No
126088179,Bronze,SOHO,6300,AD?,3,,,3,47,0,47,15.67,No
200351446,Bronze,SOHO,6600,RJ,3,,,3,47,0,47,15.67,No
112505082,Bronze,SOHO,4400,MT,3,1,,4,47.17,0,47.17,15.72,No
115688169,Bronze,SOHO,4023,AD,6,2,,8,47.17,0,47.17,7.86,No
200473400,Iron,SOHO,6000,VM,1,,,1,47.17,0,47.17,47.17,No
123030338,Bronze,SOHO,6260,DI,3,5,,8,47.17,0,47.17,15.72,No
123094643,Bronze,SOHO,6000,DI,4,3,,7,47.17,0,47.17,11.79,No
115872334,Bronze,SOHO,4000,VM,5,,,5,47.2,0,47.2,9.44,No
3518250067,Bronze,SOHO,4484,MT,1,,,1,47.33,0,47.33,47.33,No
115289736,Bronze,SOHO,4000,VU,4,,,4,47.33,0,47.33,11.83,No
123742691,Bronze,SOHO,6000,VM,3,1,,4,47.33,0,47.33,15.78,No
126624520,Bronze,SOHO,6400,VM,4,,,4,47.33,0,47.33,11.83,No
833172008,Bronze,SOHO,6000,VM,6,1,,7,47.33,0,47.33,7.89,No
451512,Iron,SOHO,4130,AD,4,1,,5,47.5,0,47.5,11.88,No
40979345,Iron,SOHO,4470,MT,2,1,,3,47.5,0,47.5,23.75,No
112594533,Iron,SOHO,4550,MT,2,,,2,47.5,0,47.5,23.75,No
40565573,Iron,SOHO,4400,MT,4,,,4,47.5,0,47.5,11.88,No
108030644,Bronze,SOHO,6600,DI,5,,,5,47.5,0,47.5,9.5,No
123516308,Bronze,SOHO,6000,DI,3,,,3,47.5,0,47.5,15.83,No
202303184,Bronze,SOHO,6300,RJ,4,,,4,47.6,0,47.6,11.9,No
160064752,Bronze,SOHO,2442,AD,4,2,,6,47.67,0,47.67,11.92,No
40983894,Bronze,SOHO,4230,VU,6,5,,11,47.67,0,47.67,7.95,No
112049337,Bronze,SOHO,4400,MT,5,2,,7,47.67,0,47.67,9.53,No
201111968,Bronze,SOHO,6138,VM,3,,,3,47.67,0,47.67,15.89,No
112501899,Bronze,SOHO,4400,MT,4,1,,5,47.83,0,47.83,11.96,No
115298062,Bronze,SOHO,4000,VU,6,5,,11,47.83,0,47.83,7.97,No
123676631,Iron,SOHO,6000,VM,2,1,,3,47.83,0,47.83,23.92,No
123674404,Bronze,SOHO,6100,AD?,5,,,5,47.83,0,47.83,9.57,No
126010458,Bronze,SOHO,6500,RJ,3,1,,4,47.83,0,47.83,15.94,No
115572168,Bronze,SOHO,4004,AD,5,,,5,48,0,48,9.6,No
160071280,Bronze,SOHO,4000,AD,5,,,5,48,0,48,9.6,No
112008397,Bronze,SOHO,4400,MT,6,1,,7,48.17,0,48.17,8.03,No
115549479,Bronze,SOHO,4151,AD,5,,,5,48.17,0,48.17,9.63,No
123755219,Iron,SOHO,6000,VM,6,4,,10,48.17,0,48.17,8.03,No
126746104,Iron,SOHO,6400,VM,7,,,7,48.17,0,48.17,6.88,No
126651243,Bronze,SOHO,6400,RJ,5,2,,7,48.17,0,48.17,9.63,No
112599772,Bronze,SOHO,4400,MT,2,,,2,48.33,0,48.33,24.17,No
836144035,Bronze,SOHO,6400,VM,4,1,,5,48.33,0,48.33,12.08,No
108044366,Iron,SOHO,6600,DI,4,1,,5,48.33,0,48.33,12.08,No
160082501,Bronze,SOHO,4023,AD,5,3,,8,48.33,0,48.33,9.67,No
20363589,Bronze,SOHO,4000,VT,3,,,3,48.5,0,48.5,16.17,No
836004492,Bronze,SOHO,6300,VM,5,3,,8,48.5,0,48.5,9.7,No
115057702,Bronze,SOHO,4160,AD,2,1,,3,48.5,0,48.5,24.25,No
126005190,Bronze,SOHO,6400,AD?,3,,,3,48.5,0,48.5,16.17,No
131112482,Bronze,SOHO,6300,RJ,3,2,,5,48.5,0,48.5,16.17,No
112595133,Bronze,SOHO,4550,MT,4,,,4,48.67,0,48.67,12.17,No
115101643,Bronze,SOHO,4000,VT,6,,,6,48.67,0,48.67,8.11,No
115142469,Bronze,SOHO,4000,VT,3,1,,4,48.67,0,48.67,16.22,No
7801047581SMB,Lead,SOHO,6000,DI,3,,,3,48.67,0,48.67,16.22,No
115283441,Bronze,SOHO,4023,AD,4,2,,6,48.67,0,48.67,12.17,No
160064542,Silver,SOHO,4004,VU,3,3,,6,48.83,0,48.83,16.28,No
123760636,Bronze,SOHO,6000,VM,5,1,,6,48.83,0,48.83,9.77,No
5808082390SMB,Bronze,SOHO,6600,VM,4,,,4,48.83,0,48.83,12.21,No
833094050,Bronze,SOHO,6000,VM,5,,,5,48.83,0,48.83,9.77,No
115175063,Bronze,SOHO,4002,AD,3,,,3,48.83,0,48.83,16.28,No
106576146,Bronze,SOHO,4600,AD,4,9,,13,49,0,49,12.25,No
115521654,Bronze,SOHO,4000,AD,3,,,3,49,0,49,16.33,No
202533846,Bronze,SOHO,4230,VU,6,,,6,49,0,49,8.17,No
123019772,Iron,SOHO,6000,DI,2,1,,3,49,0,49,24.5,No
175845162,Bronze,SOHO,6000,AD?,3,,,3,49,0,49,16.33,No
115566012,Iron,SOHO,4000,AD,3,2,,5,49.17,0,49.17,16.39,No
123738508,Bronze,SOHO,6000,VM,3,1,,4,49.17,0,49.17,16.39,No
123051139,Bronze,SOHO,6000,DI,5,1,,6,49.17,0,49.17,9.83,No
123612865,Bronze,SOHO,6000,DI,1,1,,2,49.17,0,49.17,49.17,No
115308485,Bronze,SOHO,4023,AD,2,,1,3,49.17,0,49.17,24.59,No
112596114,Bronze,SOHO,4419,MT,1,3,,4,49.33,0,49.33,49.33,No
115167274,Bronze,SOHO,4015,VT,5,1,,6,49.33,0,49.33,9.87,No
115336933,Bronze,SOHO,4225,VT,4,3,,7,49.33,0,49.33,12.33,No
115766358,Bronze,SOHO,4000,VT,5,1,,6,49.33,0,49.33,9.87,No
123108737,Bronze,SOHO,6000,DI,4,,,4,49.33,0,49.33,12.33,No
112619310,Bronze,SOHO,4400,MT,4,,,4,49.33,0,49.33,12.33,No
115068734,Bronze,SOHO,4023,AD,6,,,6,49.33,0,49.33,8.22,No
830192062,Bronze,SOHO,4700,VU,2,2,,4,49.5,0,49.5,24.75,Yes
833172435,Bronze,SOHO,6000,VM,4,1,,5,49.5,0,49.5,12.38,No
833180460,Bronze,SOHO,6000,VM,5,,,5,49.5,0,49.5,9.9,No
115058940,Bronze,SOHO,4000,AD,3,2,,5,49.5,0,49.5,16.5,No
40174763,Bronze,SOHO,4004,VT,4,4,,8,49.67,0,49.67,12.42,No
123631627,Bronze,SOHO,6004,VM,4,,,4,49.67,0,49.67,12.42,No
40718802,Bronze,SOHO,6200,DI,6,1,,7,49.67,0,49.67,8.28,No
123583043,Bronze,SOHO,6000,DI,4,,,4,49.67,0,49.67,12.42,No
112669637,Bronze,SOHO,4400,MT,2,,,2,49.67,0,49.67,24.84,No
112669683,Bronze,SOHO,4600,Daniela Stefanova,3,,,3,49.67,0,49.67,16.56,No
833150435,Bronze,SOHO,6100,VM,5,3,,8,49.83,0,49.83,9.97,No
112656846,Bronze,SOHO,4400,MT,4,1,,5,49.83,0,49.83,12.46,No
123535461,Bronze,SOHO,6000,AD?,4,,,4,49.83,0,49.83,12.46,No
40097975,Bronze,SOHO,4600,AD,3,,,3,50,0,50,16.67,No
825122297,Bronze,SOHO,4220,VT,2,,,2,50,0,50,25,No
9039391461,Bronze,SOHO,6450,VM,10,,,10,50,0,50,5,No
123678491,Bronze,SOHO,6000,VM,4,,,4,50.17,0,50.17,12.54,No
123679159,Bronze,SOHO,6100,VM,4,2,,6,50.17,0,50.17,12.54,No
200143630,Bronze,SOHO,6000,VM,4,,,4,50.17,0,50.17,12.54,Yes
115109387,Bronze,SOHO,4000,AD,2,9,,11,50.17,0,50.17,25.09,No
126034174,Bronze,SOHO,6490,RJ,2,1,,3,50.17,0,50.17,25.09,No
115021082,Bronze,SOHO,4300,VU,2,1,,3,50.33,0,50.33,25.17,No
123688382,Bronze,VSE,6000,VM,3,1,,4,50.33,0,50.33,16.78,No
833089740,Bronze,SOHO,6260,VM,5,,,5,50.33,0,50.33,10.07,Yes
123515868,Bronze,SOHO,6000,DI,4,1,,5,50.33,0,50.33,12.58,No
123668892,Bronze,SOHO,6100,DI,4,2,,6,50.33,0,50.33,12.58,No
8511178487SMB,Bronze,SOHO,6400,DI,3,1,,4,50.33,0,50.33,16.78,No
340818,Bronze,SOHO,4500,VU,4,,,4,50.5,0,50.5,12.63,No
20482134,Bronze,SOHO,4002,VU,2,,,2,50.5,0,50.5,25.25,No
201642522,Bronze,SOHO,6000,VM,8,,,8,50.5,0,50.5,6.31,No
123717631,Bronze,SOHO,6000,DI,3,,,3,50.5,0,50.5,16.83,No
160069125,Bronze,SOHO,4004,AD,3,,,3,50.5,0,50.5,16.83,No
345498,Bronze,SOHO,4500,VU,3,,,3,50.67,0,50.67,16.89,No
123709734,Bronze,SOHO,6100,VM,2,1,,3,50.67,0,50.67,25.34,No
123636923,Bronze,SOHO,6000,DI,3,3,,6,50.67,0,50.67,16.89,No
30018641,Bronze,SOHO,8000,AD?,3,1,,4,50.67,0,50.67,16.89,No
122069808,Bronze,SOHO,1142,RJ,6,,,6,50.67,0,50.67,8.45,No
176228242,Bronze,SOHO,6300,RJ,3,,,3,50.67,0,50.67,16.89,No
836234073,Bronze,SOHO,6300,RJ,4,2,,6,50.67,0,50.67,12.67,No
112634547,Bronze,SOHO,4500,AD,4,,,4,50.83,0,50.83,12.71,No
115744365,Bronze,SOHO,4300,AD,4,,,4,50.83,0,50.83,12.71,No
200153998,Bronze,SOHO,6010,VM,3,2,,5,50.83,0,50.83,16.94,No
112583743,Bronze,SOHO,4400,MT,5,1,,6,51,0,51,10.2,No
115002588,Bronze,SOHO,4004,AD,6,1,,7,51,0,51,8.5,No
115628139,Bronze,SOHO,4230,AD,3,5,,8,51,0,51,17,No
115665715,Bronze,SOHO,4000,AD,4,1,,5,51,0,51,12.75,No
112019017,Bronze,SOHO,4580,MT,5,,,5,51,0,51,10.2,No
201906308,Bronze,SOHO,6000,VM,5,,,5,51,0,51,10.2,No
123514848,Bronze,SOHO,6014,DI,4,2,,6,51,0,51,12.75,No
123689185,Bronze,VSE,6000,DI,3,1,,4,51,0,51,17,No
123017547,Bronze,SOHO,6000,DI,1,,,1,26.33,24.83,51.16,26.33,No
115256362,Bronze,SOHO,4004,AD,6,,,6,51.17,0,51.17,8.53,No
126731951,Lead,SOHO,6400,DI,6,,,6,51.17,0,51.17,8.53,No
160083350,Bronze,SOHO,4003,AD,3,2,,5,51.17,0,51.17,17.06,No
115324287,Bronze,SOHO,4000,AD,5,,,5,51.33,0,51.33,10.27,No
115541742,Bronze,SOHO,4230,VT,5,,,5,51.33,0,51.33,10.27,No
833040227,Bronze,SOHO,6000,VM,6,,,6,51.33,0,51.33,8.56,No
833157497,Bronze,SOHO,6200,VM,4,,,4,51.33,0,51.33,12.83,No
123746405,Bronze,SOHO,6000,DI,3,2,,5,51.33,0,51.33,17.11,No
115117932,Bronze,SOHO,4002,AD,6,5,,11,51.33,0,51.33,8.56,No
115765313,Bronze,SOHO,4021,VU,1,4,,5,51.5,0,51.5,51.5,No
108038961,Bronze,SOHO,6300,RJ,5,2,,7,51.5,0,51.5,10.3,No
126074934,Bronze,SOHO,6300,RJ,5,1,,6,51.5,0,51.5,10.3,Yes
112626657,Bronze,SOHO,4400,MT,2,1,,3,51.67,0,51.67,25.84,No
115018037,Bronze,SOHO,4170,AD,5,,,5,51.67,0,51.67,10.33,No
123731321,Bronze,SOHO,6000,VM,2,,,2,51.67,0,51.67,25.84,No
123634936,Bronze,SOHO,6000,DI,1,,,1,51.67,0,51.67,51.67,No
123728670,Bronze,SOHO,6000,DI,6,,,6,51.67,0,51.67,8.61,No
40121216,Bronze,SOHO,6000,AD?,3,6,,9,51.67,0,51.67,17.22,No
123691421,Bronze,SOHO,6000,AD?,4,,,4,51.67,0,51.67,12.92,No
123762338,Bronze,SOHO,6260,AD?,4,4,,8,51.67,0,51.67,12.92,No
20358873,Bronze,SOHO,4400,MT,4,1,,5,51.83,0,51.83,12.96,No
833051280,Bronze,SOHO,6000,VM,2,1,,3,51.83,0,51.83,25.92,No
833115263,Bronze,SOHO,6000,VM,5,,,5,51.83,0,51.83,10.37,No
